"Cyprus"	"CYP"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"665000000"	"765000000"	"830000000"	"729000000"	"716000000"	"796000000"	"860000000"	"919000000"	"977000000"	"1034000000"	"1060000000"	"1144000000"	"1221000000"	"1250000000"	"1319000000"	"1423000000"	"1501000000"	"1647000000"	"1831000000"	"1974000000"	"2077000000"	"2430000000"	"2590000000"	"2685000000"	"2497000000"	"2609000000"	"2728000000"	"2991000000"	"3139000000"	"3370000000"	"3551000000"	"3785000000"	"4052000000"	"4201000000"	"4377000000"	"4652000000"	"4871000000"	"5078000000"	"5215000000"	"5322000000"	"4929000000"	""	""	""
"Czech Republic"	"CZE"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"36372000000"	"39579000000"	"41174000000"	"43140000000"	"45908000000"	"48229000000"	"51194000000"	"53665000000"	"51249000000"	"52656000000"	"53577000000"	"54647000000"	"56651000000"	"58024000000"	"58121000000"	"60606000000"	"62196000000"	"64334000000"	"65131000000"	"62271000000"	"60298000000"	"59057000000"	"58654000000"	"58389000000"	"60575000000"	"63823000000"	"64217000000"	"64624000000"	"64159000000"	"72911000000"	"74234000000"	"75995000000"	"82816000000"	"83790000000"	"81931000000"	"83654000000"	"87764000000"	"83166000000"	"81697000000"	"85319000000"	"86753000000"	"86855000000"	""	""
"Germany"	"DEU"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"118069000000"	"126335000000"	"137271000000"	"149254000000"	"163556000000"	"171445000000"	"176683000000"	"183448000000"	"202141000000"	"224573000000"	"308771000000"	"327249000000"	"345881000000"	"374352000000"	"390563000000"	"383770000000"	"421423000000"	"426053000000"	"447974000000"	"467573000000"	"466340000000"	"467737000000"	"468109000000"	"476810000000"	"503233000000"	"520560000000"	"521813000000"	"530467000000"	"547109000000"	"557397000000"	"547650000000"	"535826000000"	"533672000000"	"522487000000"	"525205000000"	"532814000000"	"550691000000"	"548011000000"	"552375000000"	"552545000000"	"572313000000"	"581886000000"	"581954000000"	"601543000000"	"608490000000"	"613438000000"	"629388000000"	"629546000000"	"631211000000"	"584317000000"	"621967000000"	"602419000000"	"610945000000"	""	""
"Djibouti"	"DJI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Dominica"	"DMA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Denmark"	"DNK"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"5540000000"	"5316000000"	"6177000000"	"7475000000"	"7832000000"	"7894000000"	"9959000000"	"10142000000"	"12942000000"	"17592000000"	"20024000000"	"18624000000"	"20574000000"	"19120000000"	"18303000000"	"18264000000"	"20509000000"	"22064000000"	"20418000000"	"22111000000"	"26765000000"	"19763000000"	"23726000000"	"22179000000"	"22672000000"	"29144000000"	"30783000000"	"29489000000"	"28070000000"	"22933000000"	"25982000000"	"36545000000"	"30738000000"	"33974000000"	"40578000000"	"36758000000"	"53582000000"	"44315000000"	"41113000000"	"38920000000"	"36053000000"	"37729000000"	"39287000000"	"46186000000"	"40436000000"	"36246000000"	"45611000000"	"39316000000"	"36616000000"	"36383000000"	"38792000000"	"35171000000"	"30403000000"	""	""
"Dominican Republic"	"DOM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1743000000"	"1687000000"	"2246000000"	"2166000000"	"2432000000"	"2431000000"	"2792000000"	"2874000000"	"3198000000"	"3258000000"	"3316000000"	"2921000000"	"3409000000"	"3769000000"	"4175000000"	"4327000000"	"4663000000"	"3640000000"	"3255000000"	"3698000000"	"3895000000"	"5581000000"	"5353000000"	"5653000000"	"5477000000"	"6615000000"	"7236000000"	"7693000000"	"7676000000"	"8538000000"	"10308000000"	"10462000000"	"10620000000"	"10832000000"	"10099000000"	"11078000000"	"11516000000"	"11888000000"	"11640000000"	"12462000000"	"12975000000"	""	""	""
"Algeria"	"DZA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"2229000000"	"2436000000"	"2806000000"	"3068000000"	"3630000000"	"4235000000"	"4636000000"	"5480000000"	"6429000000"	"7123000000"	"8142000000"	"9396000000"	"10218000000"	"11182000000"	"12274000000"	"12981000000"	"12722000000"	"13966000000"	"15324000000"	"16104000000"	"17345000000"	"18286000000"	"19414000000"	"19883000000"	"19715000000"	"20654000000"	"21497000000"	"23262000000"	"24757000000"	"25412000000"	"26625000000"	"27648000000"	"29571000000"	"31250000000"	"33915000000"	"35226000000"	"37196000000"	"40236000000"	"38501000000"	"45734000000"	"51224000000"	""	""	""
"East Asia & Pacific (developing only)"	"EAP"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"177831407206.344"	"195748908985.653"	"216039449312.526"	"219763170081.501"	"250976355268.426"	"262283899101.071"	"287310414187.834"	"326084187067.381"	"356619505559.791"	"380718626271.643"	"393476865444.562"	"418218494677.594"	"449775159262.634"	"482032925913.238"	"523159532669.872"	"569773054263.266"	"629718501091.286"	"690441442654.96"	"743505960620.926"	"793285714006.027"	"862670589814.59"	"952422010539.671"	"1051960422491.47"	"1167222510279.43"	"1276207382817.9"	"1376904379597.8"	"1453511834508.9"	"1490155859319.54"	"1579382076125.15"	"1722084364111.17"	"1870590840650.87"	"2068390234654.77"	"2356082739598.14"	"2678468804882.31"	"3001391197677.76"	"3396947802622.87"	"3847191735262.63"	"4063962459529.6"	"4359909788096.89"	"4879866253616.1"	"5410775250053.77"	""	""	""
"East Asia & Pacific (all income levels)"	"EAS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"666208988024.075"	"736709859288.684"	"813382750947.832"	"816985359755.14"	"876805164918.886"	"934334229994.879"	"996423648526.2"	"1078916448576.94"	"1151250314325.47"	"1174079244528.05"	"1206076165253.11"	"1238055983395.17"	"1322298277083.41"	"1402000338002.21"	"1483679256308.99"	"1556271434240.51"	"1684257806454.8"	"1809668848640.54"	"1938629127337.36"	"2059641525914.87"	"2181776427015.55"	"2301756685527.04"	"2444912906240.9"	"2642539616120.07"	"2813246345989.28"	"2972557152624.38"	"3110105197303.7"	"3176154482089.83"	"3317792644968.53"	"3561357477015.49"	"3733026986408.16"	"3988876228442.25"	"4286275208276.86"	"4684590877184.37"	"5060859664487"	"5490122288106.28"	"6014993683537.74"	"6195059279945.96"	"6464219979320.63"	"7120493198612.42"	"7615031056666.39"	""	""	""
"Europe & Central Asia (developing only)"	"ECA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"857566548122.167"	"823783727352.798"	"767546897469.347"	"729275492457.519"	"689667491284.564"	"686331040837.105"	"684287842934.688"	"678179417039.943"	"673315860118.797"	"671894592707.643"	"686521551149.664"	"697151035194.694"	"707235546164.806"	"738207680772.456"	"766134790869.426"	"791051000000"	"826644000000"	"843498000000"	"859960000000"	"819130000000"	"878235000000"	"908623000000"	""	""	""
"Europe & Central Asia (all income levels)"	"ECS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"2438629268728.08"	"2608885087532.66"	"2812505533219.29"	"2886186722012.81"	"2921410858336.4"	"3135998580836.67"	"3229420202000.58"	"3386632818948.01"	"3536310843476.12"	"3589137891916.81"	"3618718575235.2"	"3638592186437.57"	"3756327268115.02"	"3925376153754.77"	"4094698056000.08"	"4192467966028.18"	"4337071877057.8"	"4441217723666.99"	"4540377687753.88"	"4567559487361.22"	"4561183382548.13"	"4441689081037.67"	"4355696908103.94"	"4273658963115.78"	"4326853006462.85"	"4384658142910.03"	"4394910253558.7"	"4455465198026.88"	"4521199850164.07"	"4663466814162.04"	"4748780966074.08"	"4783481494652.92"	"4907382746592.18"	"5020376944103.2"	"5100739175044"	"5207638908981.86"	"5279020253752.93"	"5331894173915.01"	"5078752030075.02"	"5311970420984.48"	"5288538901588.58"	""	""	""
"Ecuador"	"ECU"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"1050000000"	"1117000000"	"1256000000"	"1395000000"	"1628000000"	"1861000000"	"2197000000"	"2605000000"	"3058000000"	"3372000000"	"3686000000"	"4139000000"	"4303000000"	"4536000000"	"4558000000"	"5012000000"	"5384000000"	"5641000000"	"5769000000"	"6349000000"	"6974000000"	"7196000000"	"7411000000"	"8144000000"	"8429000000"	"9340000000"	"10362000000"	"10890000000"	"10308000000"	"10612000000"	"11050000000"	"11888000000"	"11546000000"	"12873000000"	"12569000000"	"13929000000"	"16153000000"	"18609000000"	"18352000000"	"19273000000"	"20266000000"	""	""	""
"Egypt Arab Rep."	"EGY"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"7998000000"	"8043000000"	"8106000000"	"9162000000"	"10376000000"	"12196000000"	"14132000000"	"15150000000"	"16750000000"	"18939000000"	"21310000000"	"22576000000"	"25879000000"	"29049000000"	"31458000000"	"33464000000"	"37845000000"	"39580000000"	"41649000000"	"42256000000"	"44296000000"	"45678000000"	"47796000000"	"49304000000"	"52000000000"	"55140000000"	"58428000000"	"62966000000"	"68495000000"	"78143000000"	"83282000000"	"89190000000"	"95183000000"	"101299000000"	"108690000000"	"115407000000"	"125129000000"	"131040000000"	"139000000000"	"146795000000"	"156586000000"	""	""	""
"Euro area"	"EMU"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"344845348312.859"	"371000333422.558"	"402692667878.104"	"435122901029.934"	"474634681642.023"	"506334270719.583"	"540456903549.826"	"570512802553.923"	"619698103434.425"	"682250563563.051"	"803921974858.523"	"853684536376.426"	"920406338297.854"	"994662120272.396"	"1033391518410.91"	"1024697914359.93"	"1124523660911.26"	"1153730860230.27"	"1220245258035.78"	"1283074401426.92"	"1315394705875.01"	"1327563095138.99"	"1335152246730.33"	"1366784950340.91"	"1435191527568.49"	"1498305723907.13"	"1537527579109.05"	"1594463584861.68"	"1641921324686.35"	"1694380262281.57"	"1718150000000"	"1756622000000"	"1767480000000"	"1765715000000"	"1803450000000"	"1849278000000"	"1907448000000"	"1928155000000"	"1970932000000"	"2011656000000"	"2084727000000"	"2129726000000"	"2158284000000"	"2227065000000"	"2283946000000"	"2294571000000"	"2336416000000"	"2348029000000"	"2367520000000"	"2242682000000"	"2357372000000"	"2298281000000"	""	""	""
"Eritrea"	"ERI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"146000000"	"151000000"	"161000000"	"172000000"	"193000000"	"214000000"	"195000000"	"214000000"	"210000000"	"233000000"	"259000000"	"277000000"	"283000000"	"288000000"	"269000000"	"288000000"	"287000000"	"295000000"	"311000000"	"337000000"	""	""	""
"Spain"	"ESP"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"18614000000"	"20878000000"	"22905000000"	"25897000000"	"29526000000"	"31724000000"	"37679000000"	"40614000000"	"45811000000"	"52036000000"	"56303000000"	"61585000000"	"67915000000"	"75660000000"	"80076000000"	"82098000000"	"89245000000"	"92689000000"	"98288000000"	"104703000000"	"109226000000"	"109996000000"	"113506000000"	"115378000000"	"118106000000"	"125617000000"	"128228000000"	"132606000000"	"138584000000"	"147200000000"	"151206000000"	"154749000000"	"156700000000"	"155439000000"	"160902000000"	"165596000000"	"173365000000"	"189147000000"	"193392000000"	"205837000000"	"220921000000"	"233067000000"	"239917000000"	"257313000000"	"276652000000"	"289445000000"	"295582000000"	"301839000000"	"310978000000"	"291869000000"	"298320000000"	"289045000000"	"293503000000"	""	""
"Estonia"	"EST"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17392000000"	"14886000000"	"11538000000"	"8973000000"	"9096000000"	"8788000000"	"9234000000"	"9312000000"	"8594000000"	"8281000000"	"8509000000"	"8493000000"	"8606000000"	"10220000000"	"10304000000"	"10205000000"	"9732000000"	"12190000000"	"10581000000"	"8779000000"	"12964000000"	"12893000000"	"11966000000"	""	""
"Ethiopia"	"ETH"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"593000000"	"611000000"	"591000000"	"587000000"	"578000000"	"576000000"	"543000000"	"567000000"	"626000000"	"689000000"	"721000000"	"798000000"	"860000000"	"910000000"	"888000000"	"915000000"	"892000000"	"877000000"	"879000000"	"1202000000"	"1209000000"	"1241000000"	"1383000000"	"1451000000"	"1527000000"	"1603000000"	"1614000000"	"1653000000"	"1644000000"	"1674000000"	"2012000000"	"2044000000"	"2296000000"	"2539000000"	"2845000000"	"3269000000"	"3547000000"	"3777000000"	"3992000000"	"4980000000"	"5161000000"	""	""	""
"European Union"	"EUU"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"614254967263.043"	"660194031832.041"	"717542108879.413"	"770777357793.728"	"833957615794.683"	"890928910573.795"	"943330701310.067"	"991072043659.234"	"1072342878426.08"	"1170298454105.33"	"1324058563268.79"	"1397761904051.96"	"1496243381746.57"	"1609497750204.06"	"1649638095992.38"	"1662134987767.28"	"1793998813350.52"	"1848905873513.71"	"1939564955771.95"	"2019203302993.78"	"2053040644800.41"	"2056526186443.73"	"2066063558955.62"	"2124602335278.76"	"2228199921055.84"	"2327387565781.54"	"2385245910023.7"	"2460930339510.16"	"2515161085184.38"	"2568486990012.62"	"2576541000000"	"2619920000000"	"2602176000000"	"2606715000000"	"2648242000000"	"2721886000000"	"2821922000000"	"2835233000000"	"2897521000000"	"2926714000000"	"3006047000000"	"3089687000000"	"3109938000000"	"3199979000000"	"3267295000000"	"3287807000000"	"3331601000000"	"3345785000000"	"3351915000000"	"3184941000000"	"3328653000000"	"3261426000000"	""	""	""
"Fragile and conflict affected situations"	"FCS"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"20601619767.558"	"22568017773.6211"	"26108415977.3625"	"27498709335.9093"	"31462368097.0096"	"34888133233.133"	"38203674265.7775"	"42274617820.9306"	"49212857721.2474"	"50041742979.4085"	"50644301411.7597"	"57639857845.8855"	"64538417068.9499"	"70675695150.6536"	"77156872435.2113"	"80515033454.5343"	"84536008749.4436"	"91869585767.5714"	"97029543465.0957"	"101679530977.191"	"97430045222.185"	"95449054574.7614"	"93274364083.8664"	"100045449398.502"	"107076867928.918"	"113818892791.559"	"118686518500.578"	"121349182414.541"	"130165397038.264"	"136666462319.787"	"141998607739.369"	"149609215828.837"	"148233406676.54"	"163105360840.827"	"169980866784.599"	"179497076744.531"	"182197957661.863"	"199709435903.071"	"216043334784.08"	"233283427000.392"	"224479900340.622"	""	""	""
"Finland"	"FIN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"8605000000"	"10470000000"	"11616000000"	"11825000000"	"12755000000"	"13920000000"	"15876000000"	"16760000000"	"17834000000"	"19979000000"	"21991000000"	"21681000000"	"23305000000"	"26102000000"	"27631000000"	"26171000000"	"29255000000"	"33098000000"	"35732000000"	"39243000000"	"40747000000"	"40909000000"	"41175000000"	"42197000000"	"45287000000"	"49716000000"	"49266000000"	"53402000000"	"53878000000"	"53817000000"	"54377000000"	"57986000000"	"57725000000"	"61079000000"	"65631000000"	"64035000000"	"69373000000"	"69176000000"	"70167000000"	"69457000000"	"69968000000"	"74483000000"	"74945000000"	"84312000000"	"85831000000"	"70572000000"	"82301000000"	"81247000000"	"77435000000"	"72062000000"	"80668000000"	"73481000000"	"70372000000"	""	""
"Fiji"	"FJI"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"France"	"FRA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"75059000000"	"79884000000"	"87154000000"	"92260000000"	"98741000000"	"106118000000"	"110813000000"	"116886000000"	"123276000000"	"137480000000"	"146822000000"	"155849000000"	"171201000000"	"182508000000"	"186847000000"	"185294000000"	"205857000000"	"210450000000"	"226145000000"	"240469000000"	"257308000000"	"275630000000"	"278468000000"	"295359000000"	"322653000000"	"342554000000"	"360573000000"	"376442000000"	"390232000000"	"403534000000"	"417206000000"	"451682000000"	"460078000000"	"469734000000"	"474678000000"	"491068000000"	"509263000000"	"501062000000"	"507342000000"	"521346000000"	"536054000000"	"545711000000"	"553874000000"	"561767000000"	"569078000000"	"571498000000"	"569314000000"	"564156000000"	"569182000000"	"530756000000"	"564344000000"	"556886000000"	"555126000000"	""	""
"Faeroe Islands"	"FRO"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Micronesia Fed. Sts."	"FSM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Gabon"	"GAB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"114000000"	"134000000"	"165000000"	"193000000"	"253000000"	"328000000"	"443000000"	"436000000"	"520000000"	"530000000"	"595000000"	"667000000"	"729000000"	"795000000"	"861000000"	"888000000"	"895000000"	"910000000"	"876000000"	"978000000"	"985000000"	"993000000"	"999000000"	"1066000000"	"1139000000"	"1214000000"	"1256000000"	"1343000000"	"1328000000"	"1315000000"	"1384000000"	"1470000000"	"1510000000"	"1532000000"	"1558000000"	"1654000000"	"1737000000"	"1838000000"	"1864000000"	"1853000000"	"1769000000"	""	""	""
"United Kingdom"	"GBR"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"138748000000"	"147721000000"	"161760000000"	"174285000000"	"183098000000"	"195705000000"	"201759000000"	"207548000000"	"222617000000"	"237901000000"	"248014000000"	"255756000000"	"262767000000"	"281352000000"	"272402000000"	"270790000000"	"275279000000"	"281730000000"	"286462000000"	"298645000000"	"284071000000"	"276697000000"	"271676000000"	"275567000000"	"280396000000"	"294719000000"	"299355000000"	"301644000000"	"306694000000"	"312675000000"	"317755000000"	"321352000000"	"319346000000"	"321665000000"	"325024000000"	"332489000000"	"349313000000"	"349180000000"	"361079000000"	"365250000000"	"374375000000"	"382368000000"	"384596000000"	"395473000000"	"391287000000"	"395425000000"	"393429000000"	"392971000000"	"384901000000"	"373090000000"	"378621000000"	"364896000000"	"360219000000"	""	""
"Georgia"	"GEO"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13724000000"	"12992000000"	"11154000000"	"10455000000"	"11024000000"	"8154000000"	"7187000000"	"7163000000"	"7671000000"	"7683000000"	"7424000000"	"6937000000"	"7257000000"	"7160000000"	"6924000000"	"7267000000"	"7287000000"	"8332000000"	"8453000000"	"8558000000"	"10124000000"	"10194000000"	""	""	""
"Ghana"	"GHA"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"2944000000"	"3357000000"	"3910000000"	"4109000000"	"3988000000"	"4221000000"	"4445000000"	"3773000000"	"4684000000"	"5317000000"	"5376000000"	"4969000000"	"2572000000"	"1832000000"	"3018000000"	"4402000000"	"4676000000"	"4808000000"	"5231000000"	"5721000000"	"6109000000"	"6602000000"	"6313000000"	"6110000000"	"6116000000"	"6627000000"	"6886000000"	"4942000000"	"6186000000"	"7223000000"	"7859000000"	"7273000000"	"5882000000"	"6039000000"	"6788000000"	"8430000000"	"6978000000"	"8324000000"	"8958000000"	"10167000000"	"11200000000"	""	""	""
"Guinea"	"GIN"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Gambia The"	"GMB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Guinea-Bissau"	"GNB"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Equatorial Guinea"	"GNQ"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Greece"	"GRC"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"2290000000"	"2655000000"	"2943000000"	"3331000000"	"3985000000"	"4623000000"	"6016000000"	"6966000000"	"7699000000"	"8822000000"	"9820000000"	"11562000000"	"13121000000"	"14817000000"	"15020000000"	"16120000000"	"17843000000"	"18985000000"	"21050000000"	"22102000000"	"22653000000"	"23393000000"	"23272000000"	"23983000000"	"24804000000"	"27740000000"	"28124000000"	"30086000000"	"33162000000"	"34210000000"	"34775000000"	"35743000000"	"37225000000"	"38137000000"	"40381000000"	"41299000000"	"42411000000"	"43292000000"	"46180000000"	"49395000000"	"53425000000"	"53076000000"	"53945000000"	"57905000000"	"58813000000"	"59427000000"	"60179000000"	"62711000000"	"62912000000"	"61094000000"	"57367000000"	"59172000000"	"57565000000"	""	""
"Grenada"	"GRD"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Greenland"	"GRL"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Guatemala"	"GTM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"713000000"	"840000000"	"908000000"	"790000000"	"1118000000"	"1383000000"	"1514000000"	"1594000000"	"1682000000"	"1952000000"	"1717000000"	"1598000000"	"1436000000"	"1526000000"	"1638000000"	"1547000000"	"1725000000"	"1840000000"	"2098000000"	"2186000000"	"2286000000"	"2886000000"	"2876000000"	"3095000000"	"3528000000"	"3371000000"	"3471000000"	"4456000000"	"5183000000"	"6048000000"	"5857000000"	"6191000000"	"7063000000"	"7456000000"	"7822000000"	"8163000000"	"8755000000"	"8717000000"	"9039000000"	"8832000000"	"8146000000"	""	""	""
"Guam"	"GUM"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Guyana"	"GUY"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"High income"	"HIC"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	"1965838206423.05"	"2088056712731.43"	"2245619563686.67"	"2419619930504.78"	"2617145942042.6"	"2807951190006.51"	"3025538437091.13"	"3217995045501.56"	"3508571473214.68"	"3823440376092.43"	"4178649315910.97"	"4407359765542.47"	"4778355058923.21"	"5139339656072.34"	"5192575628358.67"	"5294439603018.13"	"5660200824782.74"	"5901523755506.86"	"6178879878886.46"	"6410668043086.74"	"6544679221234.46"	"6622852986071.89"	"6580674293306.55"	"6833297089082.31"	"7172485953886.9"	"7439881053310.22"	"7565600426986.39"	"7874951271520.69"	"8202243048800.55"	"8665456654074.32"	"8852707270015.95"	"9010936501359.91"	"9030758318195"	"9177848505561.7"	"9313899024039.33"	"9553946074212.05"	"9792078899200.96"	"9907604948704.72"	"10149262076064"	"10368271721201.6"	"10794786588387.2"	"10709487630105.1"	"11011093030367.9"	"11154713119957.8"	"11436081134834.9"	"11727571355665.5"	"11848389379563"	"12087695633623.7"	"12144296270980.3"	"11722010365881.4"	"12257873966482.1"	"12198359330327.1"	""	""	""
"Hong Kong SAR China"	"HKG"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"5574000000"	"6184000000"	"6799000000"	"6713000000"	"7363000000"	"8330000000"	"9438000000"	"10370000000"	"11377000000"	"12634000000"	"13292000000"	"14488000000"	"16467000000"	"17918000000"	"19230000000"	"21406000000"	"23746000000"	"25501000000"	"27361000000"	"28938000000"	"31807000000"	"34907000000"	"35950000000"	"26743000000"	"27916000000"	"28442000000"	"28945000000"	"31417000000"	"29498000000"	"31331000000"	"32432000000"	"34314000000"	"35509000000"	"37132000000"	"38451000000"	"38617000000"	"38952000000"	"37994000000"	"38732000000"	"38297000000"	"39030000000"	""	""	""
"Honduras"	"HND"	"Electricity production (kWh)"	"EG.ELC.PROD.KH"	""	""	""	""	""	""	""	""	""	""	""	"391000000"	"423000000"	"486000000"	"519000000"	"567000000"	"612000000"	"688000000"	"759000000"	"851000000"	"906000000"	"988000000"	"1047000000"	"1136000000"	"1194000000"	"1395000000"	"1473000000"	"1797000000"	"1954000000"	"2043000000"	"2319000000"	"2346000000"	"2343000000"	"2562000000"	"2335000000"	"2728000000"	"3067000000"	"3136000000"	"3415000000"	"3437000000"	"3652000000"	"3884000000"	"4091000000"	"4536000000"	"4878000000"	"5579000000"	"5982000000"	"6313000000"	"6537000000"	"6552000000"	"6734000000"	"7126000000"	""	""	""
